日付,コード,銘柄名,市場・商品区分,33業種コード,33業種区分,17業種コード,17業種区分,規模コード,規模区分
20201030,4781,日本ハウズイング,市場第二部（内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,4783,日本コンピュータ・ダイナミクス,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4784,ＧＭＯアドパートナーズ,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,4792,山田コンサルティンググループ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4800,オリコン,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4801,セントラルスポーツ,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4809,パラカ,市場第一部（内国株）,8050,不動産業,17,不動産,7,TOPIX Small 2
20201030,4812,電通国際情報サービス,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,4813,ＡＣＣＥＳＳ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4814,ネクストウェア,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4816,東映アニメーション,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4819,デジタルガレージ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,4820,イーエムシステムズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4824,メディアシーク,マザーズ（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4825,ウェザーニューズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4826,ＣＩＪ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4828,ビジネスエンジニアリング,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4829,日本エンタープライズ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4832,ＪＦＥシステムズ,市場第二部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4833,Ｓｕｃｃｅｓｓ Ｈｏｌｄｅｒｓ,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,4837,シダックス,JASDAQ(スタンダード・内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,4838,スペースシャワーネットワーク,JASDAQ(スタンダード・内国株）,5250,情報・通信業,10,情報通信・サービスその他,-,-
20201030,4839,ＷＯＷＯＷ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4840,トライアイズ,JASDAQ(グロース・内国株）,9050,サービス業,10,情報通信・サービスその他,-,-
20201030,4845,スカラ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4847,インテリジェント ウェイブ,市場第一部（内国株）,5250,情報・通信業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,4848,フルキャストホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,4849,エン・ジャパン,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,6,TOPIX Small 1
20201030,4875,メディシノバ・インク,JASDAQ(スタンダード・外国株）,3250,医薬品,5,医薬品,-,-
20201030,4880,セルソース,マザーズ（内国株）,3250,医薬品,5,医薬品,-,-
20201030,4883,モダリス,マザーズ（内国株）,3250,医薬品,5,医薬品,-,-
20201030,4901,富士フイルムホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,2,TOPIX Large70
20201030,4902,コニカミノルタ,市場第一部（内国株）,3650,電気機器,9,電機・精密,4,TOPIX Mid400
20201030,4911,資生堂,市場第一部（内国株）,3200,化学,4,素材・化学,2,TOPIX Large70
20201030,4912,ライオン,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,4914,高砂香料工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4917,マンダム,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4918,アイビー化粧品,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4919,ミルボン,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,4920,日本色材工業研究所,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4921,ファンケル,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,4922,コーセー,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,4923,コタ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4925,ハーバー研究所,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4926,シーボン,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4927,ポーラ・オルビスホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,4928,ノエビアホールディングス,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4929,アジュバンコスメジャパン,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4930,グラフィコ,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4931,新日本製薬,マザーズ（内国株）,3200,化学,4,素材・化学,-,-
20201030,4933,Ｉ－ｎｅ,マザーズ（内国株）,3200,化学,4,素材・化学,-,-
20201030,4934,プレミアアンチエイジング,マザーズ（内国株）,3200,化学,4,素材・化学,-,-
20201030,4951,エステー,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4952,エス・ディー・エス バイオテック,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4955,アグロ カネショウ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4956,コニシ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4957,ヤスハラケミカル,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4958,長谷川香料,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4960,ケミプロ化成,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4962,互応化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4963,星光ＰＭＣ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4966,上村工業,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4967,小林製薬,市場第一部（内国株）,3200,化学,4,素材・化学,4,TOPIX Mid400
20201030,4968,荒川化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4970,東洋合成工業,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4971,メック,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4972,綜研化学,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4973,日本高純度化学,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4974,タカラバイオ,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4975,ＪＣＵ,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4976,東洋ドライルーブ,JASDAQ(スタンダード・内国株）,3200,化学,4,素材・化学,-,-
20201030,4977,新田ゼラチン,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4978,リプロセル,JASDAQ(グロース・内国株）,3200,化学,4,素材・化学,-,-
20201030,4979,ＯＡＴアグリオ,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4980,デクセリアルズ,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4985,アース製薬,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4987,寺岡製作所,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4990,昭和化学工業,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4992,北興化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4994,大成ラミック,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4996,クミアイ化学工業,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,4997,日本農薬,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,4998,フマキラー,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,4999,セメダイン,市場第二部（内国株）,3200,化学,4,素材・化学,-,-
20201030,5008,東亜石油,市場第二部（内国株）,3300,石油・石炭製品,2,エネルギー資源,-,-
20201030,5009,富士興産,市場第一部（内国株）,6050,卸売業,13,商社・卸売,7,TOPIX Small 2
20201030,5010,日本精蝋,市場第二部（内国株）,3300,石油・石炭製品,2,エネルギー資源,-,-
20201030,5011,ニチレキ,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20201030,5013,ユシロ化学工業,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20201030,5015,ビーピー・カストロール,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20201030,5017,富士石油,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20201030,5018,ＭＯＲＥＳＣＯ,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,7,TOPIX Small 2
20201030,5019,出光興産,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,4,TOPIX Mid400
20201030,5020,ＥＮＥＯＳホールディングス,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,2,TOPIX Large70
20201030,5021,コスモエネルギーホールディングス,市場第一部（内国株）,3300,石油・石炭製品,2,エネルギー資源,4,TOPIX Mid400
20201030,5070,ドラフト,マザーズ（内国株）,2050,建設業,3,建設・資材,-,-
20201030,5071,ヴィス,マザーズ（内国株）,2050,建設業,3,建設・資材,-,-
20201030,5072,アートフォースジャパン,PRO Market,2050,建設業,3,建設・資材,-,-
20201030,5101,横浜ゴム,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,4,TOPIX Mid400
20201030,5103,昭和ホールディングス,市場第二部（内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5104,日東化工,市場第二部（内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5105,ＴＯＹＯ ＴＩＲＥ,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,4,TOPIX Mid400
20201030,5108,ブリヂストン,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,2,TOPIX Large70
20201030,5110,住友ゴム工業,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,4,TOPIX Mid400
20201030,5121,藤倉コンポジット,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
20201030,5122,オカモト,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,6,TOPIX Small 1
20201030,5142,アキレス,市場第一部（内国株）,3200,化学,4,素材・化学,7,TOPIX Small 2
20201030,5161,西川ゴム工業,市場第二部（内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5162,朝日ラバー,JASDAQ(スタンダード・内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5184,ニチリン,市場第二部（内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5185,フコク,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
20201030,5186,ニッタ,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,6,TOPIX Small 1
20201030,5187,クリエートメディック,市場第一部（内国株）,3750,精密機器,9,電機・精密,7,TOPIX Small 2
20201030,5189,櫻護謨,市場第二部（内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5191,住友理工,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
20201030,5192,三ツ星ベルト,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
20201030,5194,相模ゴム工業,市場第二部（内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5195,バンドー化学,市場第一部（内国株）,3350,ゴム製品,6,自動車・輸送機,7,TOPIX Small 2
20201030,5199,不二ラテックス,JASDAQ(スタンダード・内国株）,3350,ゴム製品,6,自動車・輸送機,-,-
20201030,5201,ＡＧＣ,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5202,日本板硝子,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20201030,5204,石塚硝子,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5208,有沢製作所,市場第一部（内国株）,3200,化学,4,素材・化学,6,TOPIX Small 1
20201030,5210,日本山村硝子,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5212,不二硝子,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5214,日本電気硝子,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5216,倉元製作所,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5217,テクノクオーツ,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5218,オハラ,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5232,住友大阪セメント,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5233,太平洋セメント,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5237,ノザワ,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5261,リソルホールディングス,市場第一部（内国株）,9050,サービス業,10,情報通信・サービスその他,7,TOPIX Small 2
20201030,5262,日本ヒューム,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5268,旭コンクリート工業,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5269,日本コンクリート工業,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5271,トーヨーアサノ,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5273,三谷セキサン,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5277,スパンクリートコーポレーション,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5279,日本興業,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5280,ヨシコン,JASDAQ(スタンダード・内国株）,8050,不動産業,17,不動産,-,-
20201030,5282,ジオスター,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5283,高見澤,JASDAQ(スタンダード・内国株）,6050,卸売業,13,商社・卸売,-,-
20201030,5284,ヤマウ,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5285,ヤマックス,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5287,イトーヨーギョー,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5288,アジアパイルホールディングス,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5290,ベルテクスコーポレーション,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5301,東海カーボン,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5302,日本カーボン,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20201030,5304,ＳＥＣカーボン,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5310,東洋炭素,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5331,ノリタケカンパニーリミテド,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20201030,5332,ＴＯＴＯ,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5333,日本碍子,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5334,日本特殊陶業,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,4,TOPIX Mid400
20201030,5337,ダントーホールディングス,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5341,アサヒ衛陶,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5344,ＭＡＲＵＷＡ,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20201030,5351,品川リフラクトリーズ,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5352,黒崎播磨,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5355,日本坩堝,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5357,ヨータイ,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5358,イソライト工業,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5363,東京窯業,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5367,ニッカトー,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5368,日本インシュレーション,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5380,新東,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5381,Ｍｉｐｏｘ,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5384,フジミインコーポレーテッド,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20201030,5386,鶴弥,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5387,チヨダウーテ,JASDAQ(スタンダード・内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5388,クニミネ工業,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5391,エーアンドエーマテリアル,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,7,TOPIX Small 2
20201030,5393,ニチアス,市場第一部（内国株）,3400,ガラス・土石製品,3,建設・資材,6,TOPIX Small 1
20201030,5395,理研コランダム,市場第二部（内国株）,3400,ガラス・土石製品,3,建設・資材,-,-
20201030,5401,日本製鉄,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,2,TOPIX Large70
20201030,5406,神戸製鋼所,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5408,中山製鋼所,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5410,合同製鐵,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5411,ジェイ エフ イー ホールディングス,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5423,東京製鐵,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5440,共英製鋼,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5444,大和工業,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5445,東京鐵鋼,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5446,北越メタル,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5449,大阪製鐵,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5451,淀川製鋼所,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5458,高砂鐵工,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5463,丸一鋼管,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5464,モリ工業,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5471,大同特殊鋼,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5476,日本高周波鋼業,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5480,日本冶金工業,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5481,山陽特殊製鋼,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5482,愛知製鋼,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5484,東北特殊鋼,JASDAQ(スタンダード・内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5486,日立金属,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5491,日本金属,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5541,大平洋金属,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5542,新報国製鉄,JASDAQ(スタンダード・内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5563,新日本電工,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5602,栗本鐵工所,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5603,虹技,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5609,日本鋳造,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5610,大和重工,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5612,日本鋳鉄管,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5614,川金ホールディングス,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5631,日本製鋼所,市場第一部（内国株）,3600,機械,8,機械,4,TOPIX Mid400
20201030,5632,三菱製鋼,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5644,メタルアート,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5658,日亜鋼業,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5659,日本精線,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5660,神鋼鋼線工業,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5690,リバーホールディングス,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5695,パウダーテック,JASDAQ(スタンダード・内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5697,サンユウ,市場第二部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5698,エンビプロ・ホールディングス,市場第一部（内国株）,3450,鉄鋼,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5699,イボキン,JASDAQ(スタンダード・内国株）,3450,鉄鋼,7,鉄鋼・非鉄,-,-
20201030,5702,大紀アルミニウム工業所,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5703,日本軽金属ホールディングス,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5704,ＪＭＣ,マザーズ（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20201030,5706,三井金属鉱業,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5707,東邦亜鉛,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5711,三菱マテリアル,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5713,住友金属鉱山,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,2,TOPIX Large70
20201030,5714,ＤＯＷＡホールディングス,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5715,古河機械金属,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5721,エス・サイエンス,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5724,アサカ理研,JASDAQ(スタンダード・内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20201030,5726,大阪チタニウムテクノロジーズ,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5727,東邦チタニウム,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5729,日本精鉱,市場第二部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20201030,5741,ＵＡＣＪ,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5742,エヌアイシ・オートテック,JASDAQ(スタンダード・内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20201030,5753,日本伸銅,市場第二部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20201030,5757,ＣＫサンエツ,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5781,東邦金属,市場第二部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
20201030,5801,古河電気工業,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,4,TOPIX Mid400
20201030,5802,住友電気工業,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,2,TOPIX Large70
20201030,5803,フジクラ,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5805,昭和電線ホールディングス,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5807,東京特殊電線,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,7,TOPIX Small 2
20201030,5809,タツタ電線,市場第一部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,6,TOPIX Small 1
20201030,5816,オーナンバ,市場第二部（内国株）,3500,非鉄金属,7,鉄鋼・非鉄,-,-
